market_id,reference_id,status
1021309,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1021309,312d8d42-65ef-4134-9fee-2e5944336a13,N
1011171,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1011171,575ade98-76e3-46f5-8579-9284e9584010,Y
1011171,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1011171,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1011171,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1003563,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1003563,575ade98-76e3-46f5-8579-9284e9584010,N
1003563,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1003563,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1003563,312d8d42-65ef-4134-9fee-2e5944336a13,N
1019438,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019438,575ade98-76e3-46f5-8579-9284e9584010,N
1019438,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019438,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1019438,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1012157,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1012157,575ade98-76e3-46f5-8579-9284e9584010,N
1012157,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1012157,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1012157,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1005944,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1005944,575ade98-76e3-46f5-8579-9284e9584010,Y
1005944,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1005944,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1005944,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1019647,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019647,575ade98-76e3-46f5-8579-9284e9584010,Y
1019647,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1019647,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1019647,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1020084,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1020084,575ade98-76e3-46f5-8579-9284e9584010,N
1020084,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1020084,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1020084,312d8d42-65ef-4134-9fee-2e5944336a13,N
1003516,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1003516,575ade98-76e3-46f5-8579-9284e9584010,Y
1003516,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1003516,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1003516,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1020060,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1020060,575ade98-76e3-46f5-8579-9284e9584010,Y
1020060,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1020060,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1020060,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1019484,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019484,575ade98-76e3-46f5-8579-9284e9584010,N
1019484,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019484,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1019484,312d8d42-65ef-4134-9fee-2e5944336a13,N
1019096,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019096,575ade98-76e3-46f5-8579-9284e9584010,N
1019096,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019096,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1019096,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1018934,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1018934,575ade98-76e3-46f5-8579-9284e9584010,Y
1018934,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1018934,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1018934,312d8d42-65ef-4134-9fee-2e5944336a13,N
1019350,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019350,575ade98-76e3-46f5-8579-9284e9584010,N
1019350,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019350,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1019350,312d8d42-65ef-4134-9fee-2e5944336a13,N
1000431,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1000431,575ade98-76e3-46f5-8579-9284e9584010,Y
1000431,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1000431,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1000431,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021359,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021359,575ade98-76e3-46f5-8579-9284e9584010,N
1021359,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1021359,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
